"","rownames(datExpr)","affy_hg_u133a","ensembl_gene_id","entrezgene_id","external_gene_name","hgnc_symbol","mirbase_id","chromosome_name","start_position","end_position","gene_biotype"
"18958","218082_s_at","218082_s_at","ENSG00000153560",7342,"UBP1","UBP1","","3",33388336,33441371,"protein_coding"
"19694","218083_at","218083_at","ENSG00000148334",80142,"PTGES2","PTGES2","","9",128120693,128128462,"protein_coding"
"19434","218084_x_at","218084_x_at","ENSG00000089327",53827,"FXYD5","FXYD5","","19",35154730,35169881,"protein_coding"
"18968","218085_at","218085_at","ENSG00000086065",NA,"CHMP5","CHMP5","","9",33264879,33282070,"protein_coding"
"19287","218086_at","218086_at","ENSG00000279073",NA,"","","","9",137031241,137040436,"protein_coding"
"20102","218087_s_at","218087_s_at","ENSG00000095637",10580,"SORBS1","SORBS1","","10",95311771,95561414,"protein_coding"
"19097","218088_s_at","218088_s_at","ENSG00000116954",64121,"RRAGC","RRAGC","","1",38838198,38859772,"protein_coding"
"18374","218089_at","218089_at","ENSG00000131043",25980,"AAR2","AAR2","","20",36236131,36270918,"protein_coding"
"18487","218090_s_at","218090_s_at","ENSG00000120008",55717,"WDR11","WDR11","","10",120851305,120909524,"protein_coding"
"21317","218091_at","218091_at","ENSG00000173744",3267,"AGFG1","AGFG1","","2",227472152,227561217,"protein_coding"
"21316","218092_s_at","218092_s_at","ENSG00000173744",3267,"AGFG1","AGFG1","","2",227472152,227561217,"protein_coding"
"17771","218093_s_at","218093_s_at","ENSG00000088448",55608,"ANKRD10","ANKRD10","","13",110878540,110915069,"protein_coding"
"17989","218094_s_at","218094_s_at","ENSG00000254806",NA,"SYS1-DBNDD2","SYS1-DBNDD2","","20",45363200,45410610,"protein_coding"
"20016","218095_s_at","218095_s_at","ENSG00000134851",55858,"TMEM165","TMEM165","","4",55395957,55453397,"protein_coding"
"17831","218096_at","218096_at","ENSG00000284980",55326,"AGPAT5","AGPAT5","","CHR_HG76_PATCH",6708642,6761503,"protein_coding"
"18664","218097_s_at","218097_s_at","ENSG00000107874",NA,"CUEDC2","CUEDC2","","10",102423245,102432584,"protein_coding"
"18425","218098_at","218098_at","ENSG00000124198",10564,"ARFGEF2","ARFGEF2","","20",48921711,49036693,"protein_coding"
"21471","218099_at","218099_at","ENSG00000136478",55852,"TEX2","TEX2","","17",64147227,64263260,"protein_coding"
"19479","218100_s_at","218100_s_at","ENSG00000114446",NA,"IFT57","IFT57","","3",108160812,108222435,"protein_coding"
"20386","218101_s_at","218101_s_at","ENSG00000259112",100532726,"NDUFC2-KCTD14","NDUFC2-KCTD14","","11",78016971,78079865,"protein_coding"
"18305","218102_at","218102_at","ENSG00000023697",51071,"DERA","DERA","","12",15911302,16037381,"protein_coding"
"20093","218103_at","218103_at","ENSG00000108592",NA,"FTSJ3","FTSJ3","","17",63819433,63830012,"protein_coding"
"18569","218104_at","218104_at","ENSG00000136891",54881,"TEX10","TEX10","","9",100302077,100352942,"protein_coding"
"19553","218105_s_at","218105_s_at","ENSG00000105364",51073,"MRPL4","MRPL4","","19",10251901,10260055,"protein_coding"
"19157","218106_s_at","218106_s_at","ENSG00000048544",55173,"MRPS10","MRPS10","","6",42206807,42217861,"protein_coding"
"21180","218107_at","218107_at","ENSG00000162923",80232,"WDR26","WDR26","","1",224385146,224437033,"protein_coding"
"17359","218108_at","218108_at","ENSG00000278787",NA,"UBR7","UBR7","","CHR_HSCHR14_7_CTG1",93207056,93229215,"protein_coding"
"21375","218109_s_at","218109_s_at","ENSG00000118855",64747,"MFSD1","MFSD1","","3",158732198,158829719,"protein_coding"
"19919","218110_at","218110_at","ENSG00000076924",56949,"XAB2","XAB2","","19",7619525,7629545,"protein_coding"
"19186","218111_s_at","218111_s_at","ENSG00000111726",NA,"CMAS","CMAS","","12",22046218,22065674,"protein_coding"
"19888","218112_at","218112_at","ENSG00000074071",65993,"MRPS34","MRPS34","","16",1771890,1773150,"protein_coding"
"18540","218113_at","218113_at","ENSG00000135048",23670,"CEMIP2","CEMIP2","","9",71683366,71816690,"protein_coding"
"17881","218114_at","218114_at","ENSG00000100083",26088,"GGA1","GGA1","","22",37608725,37633564,"protein_coding"
"17885","218115_at","218115_at","ENSG00000288210",55723,"ASF1B","ASF1B","","CHR_HG109_PATCH",14119830,14136931,"protein_coding"
"18701","218116_at","218116_at","ENSG00000136819",NA,"C9orf78","C9orf78","","9",129827290,129835863,"protein_coding"
"17919","218117_at","218117_at","ENSG00000100387",9978,"RBX1","RBX1","","22",40951347,40973309,"protein_coding"
"19432","218118_s_at","218118_s_at","ENSG00000265354",NA,"TIMM23","TIMM23","","10",45972489,46003742,"protein_coding"
"19433","218119_at","218119_at","ENSG00000265354",NA,"TIMM23","TIMM23","","10",45972489,46003742,"protein_coding"
"17311","218120_s_at","218120_s_at","ENSG00000277424",3163,"HMOX2","HMOX2","","CHR_HSCHR16_3_CTG1",4476649,4512306,"protein_coding"
"17310","218121_at","218121_at","ENSG00000277424",3163,"HMOX2","HMOX2","","CHR_HSCHR16_3_CTG1",4476649,4512306,"protein_coding"
"20112","218122_s_at","218122_s_at","ENSG00000163904",NA,"SENP2","SENP2","","3",185582496,185633551,"protein_coding"
"17812","218123_at","218123_at","ENSG00000159079",56683,"CFAP298","CFAP298","","21",32592079,32612603,"protein_coding"
"21558","218124_at","218124_at","ENSG00000042445",54884,"RETSAT","RETSAT","","2",85341955,85354531,"protein_coding"
"18082","218125_s_at","218125_s_at","ENSG00000147419",55246,"CCDC25","CCDC25","","8",27733316,27772653,"protein_coding"
"18479","218126_at","218126_at","ENSG00000137824",55177,"RMDN3","RMDN3","","15",40735884,40755851,"protein_coding"
"20598","218127_at","218127_at","ENSG00000120837",4801,"NFYB","NFYB","","12",104117086,104138241,"protein_coding"
"20599","218128_at","218128_at","ENSG00000120837",4801,"NFYB","NFYB","","12",104117086,104138241,"protein_coding"
"20597","218129_s_at","218129_s_at","ENSG00000120837",4801,"NFYB","NFYB","","12",104117086,104138241,"protein_coding"
"20669","218130_at","218130_at","ENSG00000178927",79415,"CYBC1","CYBC1","","17",82442586,82450829,"protein_coding"
"20819","218131_s_at","218131_s_at","ENSG00000167491",54815,"GATAD2A","GATAD2A","","19",19385826,19508932,"protein_coding"
"17099","218132_s_at","218132_s_at","ENSG00000274078",79042,"TSEN34","TSEN34","","CHR_HSCHR19LRC_LRC_I_CTG3_1",54190866,54195141,"protein_coding"
"21440","218133_s_at","218133_s_at","ENSG00000196290",60491,"NIF3L1","NIF3L1","","2",200889327,200903938,"protein_coding"
"19383","218134_s_at","218134_s_at","ENSG00000086589",NA,"RBM22","RBM22","","5",150690792,150701077,"protein_coding"
"21345","218135_at","218135_at","ENSG00000087502",51290,"ERGIC2","ERGIC2","","12",29337352,29381189,"protein_coding"
"18087","218136_s_at","218136_s_at","ENSG00000147454",51312,"SLC25A37","SLC25A37","","8",23528956,23575463,"protein_coding"
"18319","218137_s_at","218137_s_at","ENSG00000112305",60682,"SMAP1","SMAP1","","6",70667776,70862011,"protein_coding"
"18109","218138_at","218138_at","ENSG00000125863",8195,"MKKS","MKKS","","20",10401009,10434222,"protein_coding"
"18029","218139_s_at","218139_s_at","ENSG00000053770",55745,"AP5M1","AP5M1","","14",57268924,57298742,"protein_coding"
"21473","218140_x_at","218140_x_at","ENSG00000144867",58477,"SRPRB","SRPRB","","3",133784023,133825772,"protein_coding"
"20619","218141_at","218141_at","ENSG00000175931",63893,"UBE2O","UBE2O","","17",76389456,76453152,"protein_coding"
"21429","218142_s_at","218142_s_at","ENSG00000113851",51185,"CRBN","CRBN","","3",3144628,3179727,"protein_coding"
"18519","218143_s_at","218143_s_at","ENSG00000140497",10066,"SCAMP2","SCAMP2","","15",74843730,74873365,"protein_coding"
"18643","218144_s_at","218144_s_at","ENSG00000203485",64423,"INF2","INF2","","14",104681146,104722535,"protein_coding"
"18596","218145_at","218145_at","ENSG00000101255",57761,"TRIB3","TRIB3","","20",362835,397559,"protein_coding"
"21163","218146_at","218146_at","ENSG00000016864",55830,"GLT8D1","GLT8D1","","3",52694486,52706032,"protein_coding"
"21162","218147_s_at","218147_s_at","ENSG00000016864",55830,"GLT8D1","GLT8D1","","3",52694486,52706032,"protein_coding"
"21236","218148_at","218148_at","ENSG00000102901",80152,"CENPT","CENPT","","16",67828157,67847811,"protein_coding"
"18146","218149_s_at","218149_s_at","ENSG00000186918",NA,"ZNF395","ZNF395","","8",28345590,28402701,"protein_coding"
"19726","218150_at","218150_at","ENSG00000283228",NA,"","","","2",151802651,151973949,"protein_coding"
"17788","218151_x_at","218151_x_at","ENSG00000285112",79581,"SLC52A2","SLC52A2","","CHR_HG2419_PATCH",144354135,144361272,"protein_coding"
"18284","218152_at","218152_at","ENSG00000140382",10363,"HMG20A","HMG20A","","15",77420412,77485607,"protein_coding"
"17964","218153_at","218153_at","ENSG00000134905",79587,"CARS2","CARS2","","13",110641412,110713603,"protein_coding"
"17187","218154_at","218154_at","ENSG00000278718",79792,"GSDMD","GSDMD","","CHR_HSCHR8_3_CTG7",143553207,143563062,"protein_coding"
"20929","218155_x_at","218155_x_at","ENSG00000167721",55720,"TSR1","TSR1","","17",2322396,2336657,"protein_coding"
"20928","218156_s_at","218156_s_at","ENSG00000167721",55720,"TSR1","TSR1","","17",2322396,2336657,"protein_coding"
"21467","218157_x_at","218157_x_at","ENSG00000197622",56882,"CDC42SE1","CDC42SE1","","1",151050971,151070325,"protein_coding"
"19621","218158_s_at","218158_s_at","ENSG00000157500",26060,"APPL1","APPL1","","3",57227726,57278105,"protein_coding"
"18179","218159_at","218159_at","ENSG00000198171",65992,"DDRGK1","DDRGK1","","20",3190350,3204685,"protein_coding"
"19617","218160_at","218160_at","ENSG00000119421",4702,"NDUFA8","NDUFA8","","9",122144058,122159779,"protein_coding"
"19866","218161_s_at","218161_s_at","ENSG00000260007",NA,"","","","15",68184032,68229718,"protein_coding"
"19606","218162_at","218162_at","ENSG00000116774",56944,"OLFML3","OLFML3","","1",113979391,114035572,"protein_coding"
"17866","218163_at","218163_at","ENSG00000288295",28985,"MCTS1","MCTS1","","CHR_HG439_PATCH",120594010,120621159,"protein_coding"
"19419","218164_at","218164_at","ENSG00000006282",64847,"SPATA20","SPATA20","","17",50543058,50555852,"protein_coding"
"21067","218165_at","218165_at","ENSG00000163875",64769,"MEAF6","MEAF6","","1",37489993,37514766,"protein_coding"
"20955","218166_s_at","218166_s_at","ENSG00000048649",51773,"RSF1","RSF1","","11",77660009,77820869,"protein_coding"
"21264","218167_at","218167_at","ENSG00000196704",51321,"AMZ2","AMZ2","","17",68205481,68257712,"protein_coding"
"21218","218168_s_at","218168_s_at","ENSG00000163050",56997,"COQ8A","COQ8A","","1",226940286,226987544,"protein_coding"
"19916","218169_at","218169_at","ENSG00000103043",55697,"VAC14","VAC14","","16",70687439,70801160,"protein_coding"
"20380","218170_at","218170_at","ENSG00000066583",51015,"ISOC1","ISOC1","","5",129094749,129114028,"protein_coding"
"18098","218171_at","218171_at","ENSG00000119541",9525,"VPS4B","VPS4B","","18",63389190,63422483,"protein_coding"
"18908","218172_s_at","218172_s_at","ENSG00000136986",79139,"DERL1","DERL1","","8",123013170,123042302,"protein_coding"
"19019","218173_s_at","218173_s_at","ENSG00000147548",54904,"NSD3","NSD3","","8",38269704,38382272,"protein_coding"
"19528","218174_s_at","218174_s_at","ENSG00000133678",80195,"TMEM254","TMEM254","","10",80078646,80092557,"protein_coding"
"17061","218175_at","218175_at","ENSG00000275035",80212,"CCDC92","CCDC92","","CHR_HSCHR12_6_CTG2_1",123918723,123946006,"protein_coding"
"20583","218176_at","218176_at","ENSG00000177383",64110,"MAGEF1","MAGEF1","","3",184710364,184712064,"protein_coding"
"17550","218177_at","218177_at","ENSG00000255112",57132,"CHMP1B","CHMP1B","","18",11851413,11854444,"protein_coding"
"17549","218178_s_at","218178_s_at","ENSG00000255112",57132,"CHMP1B","CHMP1B","","18",11851413,11854444,"protein_coding"
"19555","218179_s_at","218179_s_at","ENSG00000168538",60684,"TRAPPC11","TRAPPC11","","4",183659267,183713594,"protein_coding"
"21146","218180_s_at","218180_s_at","ENSG00000177106",64787,"EPS8L2","EPS8L2","","11",694438,727727,"protein_coding"
"21595","218181_s_at","218181_s_at","ENSG00000071054",9448,"MAP4K4","MAP4K4","","2",101696850,101894690,"protein_coding"
"20588","218182_s_at","218182_s_at","ENSG00000163347",9076,"CLDN1","CLDN1","","3",190305707,190322446,"protein_coding"
"17336","218183_at","218183_at","ENSG00000274336",29965,"CDIP1","CDIP1","","CHR_HSCHR16_3_CTG1",4512634,4526261,"protein_coding"
"18818","218184_at","218184_at","ENSG00000130338",56995,"TULP4","TULP4","","6",158232236,158511828,"protein_coding"
"18296","218185_s_at","218185_s_at","ENSG00000104442",55156,"ARMC1","ARMC1","","8",65602458,65634217,"protein_coding"
"20626","218186_at","218186_at","ENSG00000132698",57111,"RAB25","RAB25","","1",156061160,156070504,"protein_coding"
"18963","218187_s_at","218187_s_at","ENSG00000182307",NA,"C8orf33","C8orf33","","8",145052465,145066685,"protein_coding"
"19889","218188_s_at","218188_s_at","ENSG00000099800",26517,"TIMM13","TIMM13","","19",2425625,2427586,"protein_coding"
"18663","218189_s_at","218189_s_at","ENSG00000095380",54187,"NANS","NANS","","9",98056732,98083077,"protein_coding"
"18495","218190_s_at","218190_s_at","ENSG00000184076",29796,"UQCR10","UQCR10","","22",29767369,29770413,"protein_coding"
"18539","218191_s_at","218191_s_at","ENSG00000168216",55788,"LMBRD1","LMBRD1","","6",69672757,69867236,"protein_coding"
"21142","218192_at","218192_at","ENSG00000068745",51447,"IP6K2","IP6K2","","3",48688003,48740353,"protein_coding"
"20940","218193_s_at","218193_s_at","ENSG00000111711",51026,"GOLT1B","GOLT1B","","12",21501781,21518408,"protein_coding"
"19732","218194_at","218194_at","ENSG00000076043",25996,"REXO2","REXO2","","11",114439435,114450279,"protein_coding"
"19978","218195_at","218195_at","ENSG00000146476",79624,"ARMT1","ARMT1","","6",151452258,151470101,"protein_coding"
"18707","218196_at","218196_at","ENSG00000081087",28962,"OSTM1","OSTM1","","6",108041409,108165854,"protein_coding"
"19727","218197_s_at","218197_s_at","ENSG00000164830",55074,"OXR1","OXR1","","8",106270144,106752694,"protein_coding"
"18443","218198_at","218198_at","ENSG00000089876",55760,"DHX32","DHX32","","10",125836337,125896436,"protein_coding"
"20572","218199_s_at","218199_s_at","ENSG00000165271",65083,"NOL6","NOL6","","9",33461353,33473930,"protein_coding"
"19900","218200_s_at","218200_s_at","ENSG00000090266",NA,"NDUFB2","NDUFB2","","7",140690777,140722790,"protein_coding"
"19901","218201_at","218201_at","ENSG00000090266",NA,"NDUFB2","NDUFB2","","7",140690777,140722790,"protein_coding"
"19294","218202_x_at","218202_x_at","ENSG00000135900",65080,"MRPL44","MRPL44","","2",223957463,223967714,"protein_coding"
"18180","218203_at","218203_at","ENSG00000120697",29880,"ALG5","ALG5","","13",36949738,37000763,"protein_coding"
"21476","218204_s_at","218204_s_at","ENSG00000163820",79443,"FYCO1","FYCO1","","3",45917903,45995824,"protein_coding"
"20590","218205_s_at","218205_s_at","ENSG00000099875",2872,"MKNK2","MKNK2","","19",2037465,2051244,"protein_coding"
"18476","218206_x_at","218206_x_at","ENSG00000171222",51282,"SCAND1","SCAND1","","20",35953617,35959472,"protein_coding"
"18543","218207_s_at","218207_s_at","ENSG00000197457",NA,"STMN3","STMN3","","20",63639705,63657682,"protein_coding"
"18308","218208_at","218208_at","ENSG00000122490",80148,"SLC66A2","SLC66A2","","18",79902420,79951657,"protein_coding"
"17639","218209_s_at","218209_s_at","ENSG00000141425",55197,"RPRD1A","RPRD1A","","18",35984387,36067576,"protein_coding"
"21307","218210_at","218210_at","ENSG00000141560",79672,"FN3KRP","FN3KRP","","17",82716706,82730328,"protein_coding"
"21504","218211_s_at","218211_s_at","ENSG00000115648",79083,"MLPH","MLPH","","2",237485428,237555322,"protein_coding"
"20188","218212_s_at","218212_s_at","ENSG00000164172",4338,"MOCS2","MOCS2","","5",53095679,53110063,"protein_coding"
"19695","218213_s_at","218213_s_at","ENSG00000134825",746,"TMEM258","TMEM258","","11",61768501,61792802,"protein_coding"
"21144","218214_at","218214_at","ENSG00000123395",60673,"ATG101","ATG101","","12",52069246,52077495,"protein_coding"
"20873","218215_s_at","218215_s_at","ENSG00000131408",7376,"NR1H2","NR1H2","","19",50329653,50383388,"protein_coding"
"20338","218216_x_at","218216_x_at","ENSG00000256028",NA,"","","","12",122975320,122982907,"lncRNA"
"20806","218217_at","218217_at","ENSG00000121064",59342,"SCPEP1","SCPEP1","","17",56978129,57006768,"protein_coding"
"18890","218218_at","218218_at","ENSG00000136044",55198,"APPL2","APPL2","","12",105173297,105236203,"protein_coding"
"20625","218219_s_at","218219_s_at","ENSG00000132434",55915,"LANCL2","LANCL2","","7",55365337,55433737,"protein_coding"
"20400","218220_at","218220_at","ENSG00000288663",NA,"","","","12",53295492,53307174,"lncRNA"
"21230","218221_at","218221_at","ENSG00000143437",405,"ARNT","ARNT","","1",150809713,150876708,"protein_coding"
"21229","218222_x_at","218222_x_at","ENSG00000143437",405,"ARNT","ARNT","","1",150809713,150876708,"protein_coding"
"19826","218223_s_at","218223_s_at","ENSG00000023902",51177,"PLEKHO1","PLEKHO1","","1",150149183,150164720,"protein_coding"
"20246","218224_at","218224_at","ENSG00000176903",9240,"PNMA1","PNMA1","","14",73711783,73714384,"protein_coding"
"21118","218225_at","218225_at","ENSG00000130159",51295,"ECSIT","ECSIT","","19",11505929,11529172,"protein_coding"
"19635","218226_s_at","218226_s_at","ENSG00000065518",4710,"NDUFB4","NDUFB4","","3",120596328,120602507,"protein_coding"
"NA.1684","218227_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18221","218228_s_at","218228_s_at","ENSG00000107854",80351,"TNKS2","TNKS2","","10",91798426,91865475,"protein_coding"
"21043","218229_s_at","218229_s_at","ENSG00000143157",57645,"POGK","POGK","","1",166839447,166856359,"protein_coding"
"19437","218230_at","218230_at","ENSG00000164144",27236,"ARFIP1","ARFIP1","","4",152779937,152918463,"protein_coding"
"21596","218231_at","218231_at","ENSG00000124357",55577,"NAGK","NAGK","","2",71064344,71079808,"protein_coding"
"21674","218232_at","218232_at","ENSG00000173372",712,"C1QA","C1QA","","1",22635077,22639678,"protein_coding"
"19373","218233_s_at","218233_s_at","ENSG00000124593",NA,"","","","6",41780349,41790141,"protein_coding"
"19981","218234_at","218234_at","ENSG00000111653",51147,"ING4","ING4","","12",6650301,6663142,"protein_coding"
"19137","218235_s_at","218235_s_at","ENSG00000183520",51118,"UTP11","UTP11","","1",38009258,38024820,"protein_coding"
"20036","218236_s_at","218236_s_at","ENSG00000115825",23683,"PRKD3","PRKD3","","2",37250502,37324833,"protein_coding"
"18346","218237_s_at","218237_s_at","ENSG00000111371",81539,"SLC38A1","SLC38A1","","12",46183063,46270017,"protein_coding"
"19662","218238_at","218238_at","ENSG00000107937",23560,"GTPBP4","GTPBP4","","10",988434,1019932,"protein_coding"
"19663","218239_s_at","218239_s_at","ENSG00000107937",23560,"GTPBP4","GTPBP4","","10",988434,1019932,"protein_coding"
"21470","218240_at","218240_at","ENSG00000168256",28511,"NKIRAS2","NKIRAS2","","17",42011382,42025644,"protein_coding"
"18218","218241_at","218241_at","ENSG00000066455",NA,"GOLGA5","GOLGA5","","14",92794305,92839947,"protein_coding"
"19029","218242_s_at","218242_s_at","ENSG00000110066",51111,"KMT5B","KMT5B","","11",68154863,68213828,"protein_coding"
"17666","218243_at","218243_at","ENSG00000284260",80230,"RUFY1","RUFY1","","CHR_HG30_PATCH",179550489,179611566,"protein_coding"
"19051","218244_at","218244_at","ENSG00000198000",55035,"NOL8","NOL8","","9",92297358,92325636,"protein_coding"
"20396","218245_at","218245_at","ENSG00000182704",25987,"TSKU","TSKU","","11",76782251,76798153,"protein_coding"
"20489","218246_at","218246_at","ENSG00000090432",79594,"MUL1","MUL1","","1",20499448,20508151,"protein_coding"
"17911","218247_s_at","218247_s_at","ENSG00000176624",51320,"MEX3C","MEX3C","","18",51174550,51218333,"protein_coding"
"20920","218248_at","218248_at","ENSG00000166801",63901,"FAM111A","FAM111A","","11",59142748,59155039,"protein_coding"
"19890","218249_at","218249_at","ENSG00000023041",64429,"ZDHHC6","ZDHHC6","","10",112424428,112447572,"protein_coding"
"17995","218250_s_at","218250_s_at","ENSG00000198791",29883,"CNOT7","CNOT7","","8",17224966,17246878,"protein_coding"
"19574","218251_at","218251_at","ENSG00000165175",58526,"MID1IP1","MID1IP1","","X",38801440,38806537,"protein_coding"
"18110","218252_at","218252_at","ENSG00000136108",26586,"CKAP2","CKAP2","","13",52455429,52476628,"protein_coding"
"21485","218253_s_at","218253_s_at","ENSG00000143486",1939,"EIF2D","EIF2D","","1",206571292,206612465,"protein_coding"
"20065","218254_s_at","218254_s_at","ENSG00000152700",51128,"SAR1B","SAR1B","","5",134601149,134649271,"protein_coding"
"20348","218255_s_at","218255_s_at","ENSG00000156860",64319,"FBRS","FBRS","","16",30658431,30670810,"protein_coding"
"20898","218256_s_at","218256_s_at","ENSG00000138750",53371,"NUP54","NUP54","","4",76107562,76148485,"protein_coding"
"19684","218257_s_at","218257_s_at","ENSG00000136731",56886,"UGGT1","UGGT1","","2",128091200,128195677,"protein_coding"
"18120","218258_at","218258_at","ENSG00000186184",51082,"POLR1D","POLR1D","","13",27620742,27744237,"protein_coding"
"19610","218259_at","218259_at","ENSG00000186260",57496,"MRTFB","MRTFB","","16",14071319,14266773,"protein_coding"
"18462","218260_at","218260_at","ENSG00000130311",79016,"DDA1","DDA1","","19",17309518,17323298,"protein_coding"
"20114","218261_at","218261_at","ENSG00000129354",10053,"AP1M2","AP1M2","","19",10572671,10587315,"protein_coding"
"19018","218262_at","218262_at","ENSG00000145916",64777,"RMND5B","RMND5B","","5",178130996,178150568,"protein_coding"
"20060","218263_s_at","218263_s_at","ENSG00000236287",58486,"ZBED5","ZBED5","","11",10812074,10858796,"protein_coding"
"18399","218264_at","218264_at","ENSG00000107949",56647,"BCCIP","BCCIP","","10",125823546,125853695,"protein_coding"
"18759","218265_at","218265_at","ENSG00000187742",79048,"SECISBP2","SECISBP2","","9",89318500,89359663,"protein_coding"
"20165","218266_s_at","218266_s_at","ENSG00000107130",23413,"NCS1","NCS1","","9",130172404,130237303,"protein_coding"
"NA.1685","218267_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21002","218268_at","218268_at","ENSG00000121749",64786,"TBC1D15","TBC1D15","","12",71839707,71927248,"protein_coding"
"20206","218269_at","218269_at","ENSG00000113360",29102,"DROSHA","DROSHA","","5",31400494,31532196,"protein_coding"
"21354","218270_at","218270_at","ENSG00000143314",79590,"MRPL24","MRPL24","","1",156737303,156741590,"protein_coding"
"20135","218271_s_at","218271_s_at","ENSG00000283765",NA,"","","","3",183815568,183884889,"protein_coding"
"17798","218272_at","218272_at","ENSG00000075234",55020,"TTC38","TTC38","","22",46267961,46294008,"protein_coding"
"18385","218273_s_at","218273_s_at","ENSG00000164951",54704,"PDP1","PDP1","","8",93857807,93926068,"protein_coding"
"20317","218274_s_at","218274_s_at","ENSG00000163516",55139,"ANKZF1","ANKZF1","","2",219229783,219236679,"protein_coding"
"20732","218275_at","218275_at","ENSG00000262660",NA,"","","","17",81703371,81720539,"protein_coding"
"18422","218276_s_at","218276_s_at","ENSG00000151748",60485,"SAV1","SAV1","","14",50632058,50668306,"protein_coding"
"19391","218277_s_at","218277_s_at","ENSG00000108406",79665,"DHX40","DHX40","","17",59565558,59608345,"protein_coding"
"20623","218278_at","218278_at","ENSG00000133316",54663,"WDR74","WDR74","","11",62832342,62841809,"protein_coding"
"NA.1686","218279_s_at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21599","218280_x_at","218280_x_at","ENSG00000288859",723790,"H2AC19","H2AC19","","1",149851061,149851594,"protein_coding"
"19980","218281_at","218281_at","ENSG00000175581",51642,"MRPL48","MRPL48","","11",73787872,73865133,"protein_coding"
"17819","218282_at","218282_at","ENSG00000088298",55741,"EDEM2","EDEM2","","20",35115364,35147336,"protein_coding"
"21069","218283_at","218283_at","ENSG00000008324",51188,"SS18L2","SS18L2","","3",42581840,42596934,"protein_coding"
"19771","218284_at","218284_at","ENSG00000166949",4088,"SMAD3","SMAD3","","15",67063763,67195173,"protein_coding"
"18824","218285_s_at","218285_s_at","ENSG00000164038",133308,"SLC9B2","SLC9B2","","4",103019868,103085829,"protein_coding"
"19575","218286_s_at","218286_s_at","ENSG00000114125",9616,"RNF7","RNF7","","3",141738249,141747560,"protein_coding"
"19118","218287_s_at","218287_s_at","ENSG00000092847",26523,"AGO1","AGO1","","1",35869808,35930532,"protein_coding"
"21319","218288_s_at","218288_s_at","ENSG00000137500",60492,"CCDC90B","CCDC90B","","11",83259081,83286390,"protein_coding"
"21215","218289_s_at","218289_s_at","ENSG00000081307",79876,"UBA5","UBA5","","3",132654446,132679794,"protein_coding"
"20959","218290_at","218290_at","ENSG00000104886",55111,"PLEKHJ1","PLEKHJ1","","19",2230084,2237704,"protein_coding"
"20624","218291_at","218291_at","ENSG00000116586",28956,"LAMTOR2","LAMTOR2","","1",156054782,156058506,"protein_coding"
"19587","218292_s_at","218292_s_at","ENSG00000106617",51422,"PRKAG2","PRKAG2","","7",151556124,151877125,"protein_coding"
"17840","218293_x_at","218293_x_at","ENSG00000093000",10762,"NUP50","NUP50","","22",45163925,45188017,"protein_coding"
"17839","218294_s_at","218294_s_at","ENSG00000093000",10762,"NUP50","NUP50","","22",45163925,45188017,"protein_coding"
"17838","218295_s_at","218295_s_at","ENSG00000093000",10762,"NUP50","NUP50","","22",45163925,45188017,"protein_coding"
"20617","218296_x_at","218296_x_at","ENSG00000203761",NA,"MSTO2P","MSTO2P","","1",155745829,155750137,"unprocessed_pseudogene"
"17942","218297_at","218297_at","ENSG00000148481",80013,"MINDY3","MINDY3","","10",15778170,15860507,"protein_coding"
"19164","218298_s_at","218298_s_at","ENSG00000133943",80017,"DGLUCY","DGLUCY","","14",91060333,91225632,"protein_coding"
"18634","218299_at","218299_at","ENSG00000171067",53838,"C11orf24","C11orf24","","11",68261338,68272001,"protein_coding"
"20943","218300_at","218300_at","ENSG00000280893",NA,"","","","16",29812261,29820092,"protein_coding"
"20257","218301_at","218301_at","ENSG00000142327",NA,"RNPEPL1","RNPEPL1","","2",240565804,240581372,"protein_coding"
"19750","218302_at","218302_at","ENSG00000205155",55851,"PSENEN","PSENEN","","19",35745600,35747519,"protein_coding"
"18962","218303_x_at","218303_x_at","ENSG00000172086",51315,"KRCC1","KRCC1","","2",88027205,88064252,"protein_coding"
"19576","218304_s_at","218304_s_at","ENSG00000144909",NA,"OSBPL11","OSBPL11","","3",125528858,125595497,"protein_coding"
"17947","218305_at","218305_at","ENSG00000285248",NA,"IPO4","IPO4","","CHR_HG1_PATCH",24180218,24188868,"protein_coding"
"18164","218306_s_at","218306_s_at","ENSG00000103657",8925,"HERC1","HERC1","","15",63608618,63833948,"protein_coding"
"19549","218307_at","218307_at","ENSG00000136444",55316,"RSAD1","RSAD1","","17",50478860,50485974,"protein_coding"
"20672","218308_at","218308_at","ENSG00000013810",10460,"TACC3","TACC3","","4",1712858,1745171,"protein_coding"
"20488","218309_at","218309_at","ENSG00000162545",55450,"CAMK2N1","CAMK2N1","","1",20482391,20486210,"protein_coding"
"19884","218310_at","218310_at","ENSG00000284461",NA,"","","","7",66628958,66811189,"protein_coding"
"21431","218311_at","218311_at","ENSG00000011566",8491,"MAP4K3","MAP4K3","","2",39249266,39437301,"protein_coding"
"20883","218312_s_at","218312_s_at","ENSG00000121413",65982,"ZSCAN18","ZSCAN18","","19",58083838,58118427,"protein_coding"
